,host_id,host_since,host_verifications,host_total_listings_count,host_is_superhost,host_response_rate,neighbourhood
34705,88787567,2016-08-08,"['email', 'phone']",1.0,f,,
34706,53931758,2016-01-09,"['email', 'phone', 'work_email']",3.0,f,,"Brooklyn, New York, United States"
34707,326150,2010-12-24,"['email', 'phone']",1.0,f,,"Brooklyn, New York, United States"
34708,39615319,2015-07-26,"['email', 'phone']",1.0,f,,"New York, United States"
34709,71515912,2016-05-11,"['email', 'phone']",2.0,f,,
34710,3690070,2012-09-27,"['email', 'phone', 'work_email']",1.0,f,,
34711,17259339,2014-06-25,"['email', 'phone']",1.0,f,,"New York, United States"
34712,337711840,2020-02-20,['phone'],2.0,f,,"Queens, New York, United States"
34713,24793480,2014-12-13,"['email', 'phone']",1.0,f,,
34714,6824234,2013-06-09,"['email', 'phone']",5.0,f,,
34715,242094791,2019-02-09,"['email', 'phone']",1.0,f,,
34716,4307922,2012-12-02,"['email', 'phone', 'work_email']",3.0,f,,"Brooklyn, New York, United States"
34717,112771543,2017-01-22,"['email', 'phone']",1.0,f,,"Brooklyn, New York, United States"
34718,34873920,2015-06-02,"['email', 'phone']",1.0,f,,"Brooklyn, New York, United States"
34719,102180676,2016-11-02,"['email', 'phone', 'work_email']",1.0,f,,
34720,945407,2011-08-09,"['email', 'phone']",1.0,f,,
34721,5333348,2013-03-05,"['email', 'phone', 'work_email']",1.0,f,,"New York, United States"
34722,153432838,2017-10-05,"['email', 'phone']",1.0,f,,
34723,24839116,2014-12-14,"['email', 'phone']",1.0,f,,"Brooklyn, New York, United States"
34724,58070616,2016-02-09,"['email', 'phone', 'work_email']",1.0,f,,"Brooklyn, New York, United States"
34725,4370956,2012-12-10,"['email', 'phone']",1.0,f,,
34726,242330603,2019-02-10,"['email', 'phone']",3.0,f,,
34727,3856750,2012-10-13,"['email', 'phone']",3.0,t,100%,
34728,15008796,2014-05-02,"['email', 'phone']",3.0,f,,"New York, United States"
34729,144317997,2017-08-04,"['email', 'phone']",1.0,f,,"New York, United States"
34730,176406553,2018-03-03,"['email', 'phone']",1.0,f,,
34731,359934180,2020-08-02,['phone'],1.0,f,,
34732,4428278,2012-12-17,"['email', 'phone']",1.0,f,,"Brooklyn, New York, United States"
34733,5814274,2013-04-07,"['email', 'phone']",4.0,f,,"Queens, New York, United States"
34734,7041668,2013-06-21,['phone'],1.0,f,,"Brooklyn, New York, United States"
34735,146219213,2017-08-15,"['email', 'phone']",1.0,f,,
34736,207173529,2018-08-03,"['email', 'phone']",1.0,f,,"New York, United States"
34737,309784885,2019-11-15,"['email', 'phone']",1.0,f,,"New York, United States"
34738,30716491,2015-04-06,"['email', 'phone']",3.0,f,75%,
34739,24844621,2014-12-14,"['email', 'phone', 'work_email']",2.0,f,,"New York, United States"
34740,35320932,2015-06-08,"['email', 'phone']",5.0,f,,
34741,100784323,2016-10-22,"['email', 'phone']",1.0,f,,
34742,13543967,2014-03-25,"['email', 'phone']",1.0,f,,"Brooklyn , New York, United States"
34743,104353777,2016-11-19,['phone'],1.0,f,,"Brooklyn, New York, United States"
34744,4600589,2013-01-05,"['email', 'phone']",2.0,f,,"New York, United States"
34745,216277741,2018-09-19,"['email', 'phone']",1.0,f,90%,"New York, United States"
34746,1208337,2011-09-25,"['email', 'phone']",2.0,f,,
34747,3288449,2012-08-17,"['email', 'phone', 'work_email']",1.0,f,,
34748,235008186,2019-01-07,"['email', 'phone']",1.0,f,,"Queens, New York, United States"
34749,203238784,2018-07-18,"['email', 'phone']",1.0,f,100%,
34750,20337316,2014-08-21,"['email', 'phone']",2.0,f,,"New York, United States"
34751,170094,2010-07-18,"['email', 'phone']",1.0,f,,
34752,24878584,2014-12-15,"['email', 'phone']",2.0,f,,"New York, United States"
34753,178631153,2018-03-15,"['email', 'phone']",1.0,f,,"New York, United States"
34754,60069248,2016-02-23,"['email', 'phone']",5.0,f,,
34756,1237691,2011-10-02,"['email', 'phone', 'work_email']",3.0,f,,"Brooklyn, New York, United States"
34757,7409073,2013-07-10,"['email', 'phone']",3.0,f,,
34758,58405281,2016-02-11,"['email', 'phone']",1.0,f,,
34759,13907788,2014-04-05,"['email', 'phone', 'work_email']",2.0,f,,"New York, United States"
34760,3017533,2012-07-22,"['email', 'phone']",2.0,f,,"Brooklyn, New York, United States"
34761,146504288,2017-08-17,['phone'],1.0,f,,"Brooklyn, New York, United States"
34762,17018355,2014-06-19,"['email', 'phone', 'work_email']",2.0,f,,
34763,61088024,2016-03-01,"['email', 'phone', 'work_email']",1.0,f,,
34764,144647925,2017-08-06,['phone'],1.0,f,,"Brooklyn, New York, United States"
34765,242438900,2019-02-11,"['email', 'phone']",1.0,f,,"New York, United States"
34766,303719667,2019-10-21,"['email', 'phone']",601.0,t,99%,
34768,129499210,2017-05-08,"['email', 'phone']",3.0,t,,"New York, United States"
34770,10410631,2013-12-03,"['email', 'phone']",3.0,f,,
34771,394499579,2021-03-28,"['email', 'phone']",2.0,f,,
34772,46412380,2015-10-12,"['email', 'phone']",3.0,f,,
34773,23698012,2014-11-13,"['email', 'phone']",2.0,f,,"Brooklyn, New York, United States"
34774,42154911,2015-08-21,"['email', 'phone']",3.0,f,,"New York, United States"
34776,3800548,2012-10-08,['phone'],1.0,f,,"Brooklyn, New York, United States"
34777,14713587,2014-04-25,"['email', 'phone', 'work_email']",1.0,f,,"New York, United States"
34778,146620661,2017-08-18,"['email', 'phone']",1.0,f,,"New York, United States"
34779,156064588,2017-10-24,['phone'],5.0,f,,"Brooklyn, New York, United States"
34780,128629269,2017-05-02,"['email', 'phone']",5.0,f,100%,"Queens, New York, United States"
34781,63026371,2016-03-15,"['email', 'phone']",1.0,f,,
34782,2983302,2012-07-18,"['email', 'phone']",1.0,f,,
34783,10371008,2013-12-01,"['email', 'phone']",17.0,f,50%,
34784,24821875,2014-12-14,"['email', 'phone']",1.0,f,,
34785,221177870,2018-10-17,"['email', 'phone', 'work_email']",1.0,f,,"Brooklyn, New York, United States"
34786,519178311,2023-06-10,"['email', 'phone']",1.0,f,100%,
34787,252105385,2019-03-30,"['email', 'phone']",1.0,t,90%,"Brooklyn, New York, United States"
34788,59075666,2016-02-16,"['email', 'phone']",1.0,f,,"Brooklyn, New York, United States"
34789,146812160,2017-08-19,"['email', 'phone']",1.0,f,,
34790,22334556,2014-10-09,"['email', 'phone']",1.0,f,100%,"New York, United States"
34791,1457505,2011-11-30,"['email', 'phone']",2.0,f,,"Brooklyn, New York, United States"
34792,265666981,2019-06-01,"['email', 'phone']",3.0,f,,
34793,2681924,2012-06-19,"['email', 'phone']",2.0,f,,"Brooklyn, New York, United States"
34794,3829864,2012-10-10,"['phone', 'work_email']",1.0,f,,"Brooklyn, New York, United States"
34795,51380878,2015-12-15,"['email', 'phone']",3.0,f,,"Brooklyn, New York, United States"
34797,35005938,2015-06-04,"['email', 'phone']",1.0,f,,
34798,18284376,2014-07-17,"['email', 'phone']",2.0,f,,
34799,6259917,2013-05-06,"['email', 'phone']",1.0,f,,"New York, United States"
34800,374607003,2020-11-05,"['email', 'phone']",2.0,f,,"New York, United States"
34801,8835180,2013-09-14,"['email', 'phone']",1.0,t,100%,
34802,24907501,2014-12-16,"['email', 'phone', 'work_email']",1.0,f,,"Queens, New York, United States"
34803,144833193,2017-08-07,"['email', 'phone']",1.0,f,,
34804,215239210,2018-09-13,"['email', 'phone']",1.0,f,,"Brooklyn, New York, United States"
34805,395153297,2021-04-01,"['email', 'phone']",1.0,t,100%,"New York, United States"
34806,58467654,2016-02-12,"['email', 'phone']",1.0,f,,"New York, United States"
34807,48573053,2015-11-09,"['email', 'phone']",1.0,f,,
34808,46857976,2015-10-18,"['email', 'phone']",2.0,f,,"New York, United States"
34809,1727954,2012-02-09,"['email', 'phone']",2.0,f,,
34810,49861582,2015-11-25,"['email', 'phone']",1.0,f,,"New York, United States"
34811,243333842,2019-02-15,"['email', 'phone', 'work_email']",1.0,f,,"New York, United States"
34812,251834517,2019-03-28,"['email', 'phone']",1.0,f,,"Queens, New York, United States"
34813,3686379,2012-09-26,"['email', 'phone']",2.0,f,,
34814,490244497,2022-12-04,"['email', 'phone']",1.0,f,,
34815,144863286,2017-08-07,"['email', 'phone']",1.0,f,,
34816,26202108,2015-01-16,"['email', 'phone']",1.0,f,,"New York, United States"
34817,4244200,2012-11-25,"['email', 'phone']",1.0,f,,"New York, United States"
34818,58730304,2016-02-14,"['email', 'phone']",1.0,f,,"New York, United States"
34819,93376283,2016-09-03,"['email', 'phone']",1.0,f,,
34820,237569289,2019-01-19,['phone'],1.0,f,,"New York, United States"
34821,332891617,2020-02-02,[],5.0,f,,"New York, United States"
34822,8539092,2013-08-30,"['email', 'phone']",2.0,f,100%,
34823,7982432,2013-08-06,"['email', 'phone']",1.0,f,,
34824,21376165,2014-09-15,"['email', 'phone']",1.0,f,,
34825,6797332,2013-06-08,"['email', 'phone']",1.0,f,,
34826,24913141,2014-12-16,"['email', 'phone']",1.0,f,,
34827,22159648,2014-10-05,"['email', 'phone', 'work_email']",2.0,f,,"Brooklyn, New York, United States"
34828,31260008,2015-04-15,"['email', 'phone']",1.0,f,,
34829,4372160,2012-12-10,"['email', 'phone']",1.0,f,,"Brooklyn, New York, United States"
34830,11827970,2014-01-31,"['email', 'phone']",1.0,f,,
34831,243378593,2019-02-15,['phone'],3.0,f,,
34832,12614232,2014-02-26,"['email', 'phone']",14.0,f,,
34833,45327321,2015-09-28,"['email', 'phone', 'work_email']",3.0,f,80%,"Brooklyn, New York, United States"
34834,131109595,2017-05-19,"['email', 'phone']",2.0,f,,
34835,225612108,2018-11-13,"['email', 'phone']",1.0,f,,"New York, United States"
34836,988069,2011-08-18,"['email', 'phone']",1.0,f,,"New York, United States"
34837,5904463,2013-04-13,"['email', 'phone']",8.0,f,,"New York, United States"
34841,90130659,2016-08-15,"['email', 'phone']",1.0,f,,"New York, United States"
34842,5545129,2013-03-20,"['email', 'phone']",2.0,f,,"Brooklyn, New York, United States"
34843,6761373,2013-06-05,"['email', 'phone']",3.0,f,,"Brooklyn, New York, United States"
34844,237668552,2019-01-19,['phone'],3.0,f,,"Brooklyn, New York, United States"
34845,337018538,2020-02-18,['phone'],1.0,f,,
34846,122708518,2017-03-26,"['email', 'phone']",1.0,f,100%,
34847,1143620,2011-09-11,"['email', 'phone']",1.0,f,,
34848,125692898,2017-04-13,"['email', 'phone']",1.0,f,,
34849,94395484,2016-09-09,"['email', 'phone']",1.0,f,,
34850,2455259,2012-05-24,"['email', 'phone']",2.0,f,,
34851,45605434,2015-10-02,"['email', 'phone']",1.0,f,,
34852,9471525,2013-10-16,"['email', 'phone', 'work_email']",1.0,f,,
34853,30380500,2015-03-31,"['email', 'phone']",1.0,f,90%,
34854,19874128,2014-08-12,"['email', 'phone']",1.0,f,,"New York, United States"
34855,19418202,2014-08-04,"['email', 'phone']",2.0,t,100%,"Bronx, New York, United States"
34857,458021,2011-03-23,"['email', 'phone']",2.0,f,,"New York, United States"
34858,24950473,2014-12-17,"['email', 'phone']",1.0,f,,"Brooklyn, New York, United States"
34859,1468617,2011-12-03,"['email', 'phone']",3.0,f,,"Brooklyn, New York, United States"
34860,242312660,2019-02-10,"['email', 'phone']",1.0,f,,
34861,6369681,2013-05-13,"['email', 'phone', 'work_email']",4.0,f,,"Brooklyn, New York, United States"
34862,123805373,2017-04-01,['phone'],1.0,f,,
34863,153154549,2017-10-03,"['email', 'phone']",1.0,f,,
34864,45293333,2015-09-28,"['email', 'phone']",1.0,t,,
34865,2077596,2012-04-05,"['email', 'phone']",3.0,f,,
34866,339808768,2020-03-02,"['email', 'phone']",1.0,f,,"Brooklyn, New York, United States"
34867,24973819,2014-12-18,"['email', 'phone']",1.0,f,,
34868,13419129,2014-03-22,"['email', 'phone', 'work_email']",3.0,f,,"New York, United States"
34870,65979492,2016-04-05,"['email', 'phone']",6.0,f,,
34871,9953744,2013-11-11,"['email', 'phone']",1.0,f,100%,
34872,21382844,2014-09-15,"['email', 'phone']",2.0,f,,
34874,1396546,2011-11-11,"['email', 'phone']",5.0,f,,"Brooklyn, New York, United States"
34875,135167209,2017-06-15,"['email', 'phone']",1.0,f,86%,"New York, United States"
34876,7355953,2013-07-08,"['email', 'phone']",2.0,f,,
34877,218448466,2018-10-02,"['email', 'phone']",2.0,f,,"Queens, New York, United States"
34878,5879729,2013-04-11,"['email', 'phone', 'work_email']",2.0,f,,"Brooklyn, New York, United States"
34879,33931962,2015-05-21,"['email', 'phone']",2.0,f,,
34880,131950694,2017-05-25,"['email', 'phone']",1.0,f,,
34881,2676438,2012-06-18,"['email', 'phone']",4.0,f,,
34883,2580352,2012-06-08,"['email', 'phone', 'work_email']",1.0,f,,
34884,27479250,2015-02-09,"['email', 'phone']",2.0,f,,
34885,11358628,2014-01-16,"['email', 'phone']",2.0,f,,"New York, United States"
34886,490840837,2022-12-09,['phone'],7.0,f,,"New York, United States"
34892,244008821,2019-02-18,"['email', 'phone']",1.0,f,,"New York, United States"
34893,474471222,2022-08-11,['phone'],1.0,f,100%,"New York, United States"
34894,5368671,2013-03-07,"['email', 'phone']",1.0,f,80%,"Brooklyn, New York, United States"
34895,78299086,2016-06-17,"['email', 'phone', 'work_email']",2.0,f,,
34896,2802223,2012-07-02,"['email', 'phone', 'work_email']",3.0,t,,"New York, United States"
34897,6954001,2013-06-17,"['email', 'phone']",2.0,f,,
34898,430837138,2021-11-07,"['email', 'phone']",1.0,f,75%,
34899,9704072,2013-10-29,"['email', 'phone']",2.0,f,,
34900,157023321,2017-11-01,"['email', 'phone']",6.0,f,,
34901,128663,2010-05-20,"['email', 'phone']",5.0,f,100%,
34902,106445337,2016-12-06,"['email', 'phone']",1.0,f,,
34903,243556325,2019-02-16,"['email', 'phone']",1.0,f,,
34904,3896287,2012-10-17,['phone'],2.0,f,,"Brooklyn, New York, United States"
34905,236607981,2019-01-14,"['email', 'phone']",1.0,f,,
34906,27497250,2015-02-09,"['email', 'phone']",5.0,f,90%,"Brooklyn, New York, United States"
34907,264849595,2019-05-28,"['email', 'phone']",2.0,f,100%,"New York, United States"
34908,61938683,2016-03-07,"['email', 'phone']",1.0,f,,
34909,10335937,2013-11-29,"['email', 'phone']",3.0,f,,"Queens, New York, United States"
34910,218526982,2018-10-03,['phone'],2.0,f,,
34912,339925294,2020-03-02,"['email', 'phone']",1.0,f,,"New York, United States"
34913,24175837,2014-11-26,"['email', 'phone']",2.0,f,,
34915,147092207,2017-08-21,['phone'],1.0,f,,"New York, United States"
34916,20037314,2014-08-14,"['email', 'phone']",1.0,f,,
34917,514948965,2023-05-15,"['email', 'phone']",1.0,f,100%,
34918,7605261,2013-07-20,"['email', 'phone']",3.0,f,,"New York, United States"
34919,41844294,2015-08-18,"['email', 'phone']",1.0,f,,"Brooklyn, New York, United States"
34920,6564232,2013-05-25,"['email', 'phone']",2.0,f,,"New York, United States"
34921,12417880,2014-02-20,"['email', 'phone']",2.0,f,,
34922,258280495,2019-04-26,"['email', 'phone']",1.0,f,,"Queens, New York, United States"
34923,5634395,2013-03-26,"['email', 'phone']",3.0,f,100%,"New York, United States"
34924,9073820,2013-09-26,"['email', 'phone']",6.0,f,,"Brooklyn, New York, United States"
34925,3490097,2012-09-06,"['email', 'phone']",1.0,f,,"Brooklyn, New York, United States"
34926,53750726,2016-01-07,"['email', 'phone']",2.0,f,100%,"New York, United States"
34927,3510997,2012-09-08,"['email', 'phone', 'work_email']",1.0,f,100%,"New York, United States"
34928,4102722,2012-11-09,"['email', 'phone']",1.0,f,,
34929,3072696,2012-07-27,"['email', 'phone']",2.0,t,100%,"New York, United States"
34930,6278387,2013-05-07,"['email', 'phone']",2.0,f,75%,"Long Island City, New York, United States"
34931,17824959,2014-07-08,"['email', 'phone']",1.0,f,,"Brooklyn, New York, United States"
34932,131530792,2017-05-22,"['email', 'phone']",1.0,f,,"Brooklyn, New York, United States"
34933,436497763,2021-12-18,"['email', 'phone']",1.0,f,100%,"Queens, New York, United States"
34934,18254644,2014-07-17,"['email', 'phone']",2.0,f,,"New York, United States"
34935,68945584,2016-04-25,['phone'],4.0,f,,
34936,21269488,2014-09-13,"['email', 'phone']",1.0,f,,"New York, United States"
34937,1533756,2011-12-25,"['email', 'phone']",1.0,f,,"Brooklyn, New York, United States"
34938,228595721,2018-12-01,"['email', 'phone']",4.0,f,,
34939,104947454,2016-11-23,"['email', 'phone']",1.0,f,,
34940,2470606,2012-05-26,"['email', 'phone']",1.0,f,,"Brooklyn, New York, United States"
34941,22875538,2014-10-23,"['email', 'phone', 'work_email']",3.0,f,,"Brooklyn, New York, United States"
34942,212697613,2018-08-30,"['email', 'phone']",1.0,f,,
34943,45451107,2015-09-30,"['email', 'phone', 'work_email']",2.0,f,,"Brooklyn, New York, United States"
34944,17032605,2014-06-20,"['email', 'phone']",2.0,f,100%,"New York, United States"
34945,4275336,2012-11-28,"['email', 'phone']",3.0,f,,"New York, United States"
34946,3339901,2012-08-22,"['email', 'phone']",1.0,f,,
34947,89501678,2016-08-12,"['email', 'phone', 'work_email']",2.0,f,,
34948,49572092,2015-11-21,"['email', 'phone']",2.0,f,,
34949,123060492,2017-03-28,"['email', 'phone']",3.0,f,,"Queens, New York, United States"
34950,381515765,2020-12-25,"['email', 'phone']",1.0,f,,"Queens, New York, United States"
34951,68437552,2016-04-22,"['email', 'phone']",2.0,f,40%,"New York, United States"
34952,4210456,2012-11-21,"['email', 'phone']",3.0,f,,
34953,20954844,2014-09-04,['phone'],2.0,f,,
34954,14035846,2014-04-08,"['email', 'phone']",3.0,f,,
34955,16969920,2014-06-18,"['email', 'phone', 'work_email']",2.0,f,,"New York, United States"
34956,131621761,2017-05-23,"['email', 'phone']",1.0,f,,
34957,192383231,2018-05-29,"['email', 'phone']",2.0,f,,"The Bronx, New York, United States"
34959,6414296,2013-05-15,['phone'],2.0,f,,"New York, United States"
34960,39123185,2015-07-21,"['email', 'phone']",1.0,f,,
34961,90748448,2016-08-19,"['email', 'phone']",1.0,f,,
34962,33827790,2015-05-20,"['email', 'phone']",1.0,f,,"New York, United States"
34963,191084919,2018-05-22,['phone'],2.0,f,,"Brooklyn, New York, United States"
34964,6156517,2013-04-30,"['email', 'phone', 'work_email']",2.0,f,100%,"New York, United States"
34965,29941633,2015-03-24,"['email', 'phone']",1.0,f,,"New York, United States"
34966,367124043,2020-09-11,['phone'],1.0,f,,
34967,6285979,2013-05-08,"['email', 'phone']",1.0,f,,
34968,56265076,2016-01-26,"['email', 'phone']",3.0,f,,
34970,7511881,2013-07-16,"['email', 'phone']",1.0,f,,"New York, United States"
34971,123849755,2017-04-02,"['email', 'phone']",1.0,t,,"Brooklyn, New York, United States"
34972,45499169,2015-10-01,"['email', 'phone']",2.0,f,,
34973,357533,2011-01-22,"['email', 'phone']",1.0,f,,"New York, United States"
34974,14813832,2014-04-27,"['email', 'phone']",1.0,f,,"New York, United States"
34975,57573249,2016-02-05,"['email', 'phone']",2.0,f,,"New York, United States"
34976,52083976,2015-12-23,"['email', 'phone']",2.0,f,,
34977,86640102,2016-07-29,"['email', 'phone', 'work_email']",2.0,f,,"New York, United States"
34978,25264954,2014-12-27,"['email', 'phone']",1.0,f,,
34979,39149459,2015-07-21,"['email', 'phone']",1.0,f,,
34980,78326799,2016-06-17,"['email', 'phone']",1.0,f,,"Brooklyn, New York, United States"
34981,383001817,2021-01-04,['phone'],1.0,f,50%,
34982,454274,2011-03-21,"['email', 'phone']",1.0,f,,"Brooklyn, New York, United States"
34983,18697326,2014-07-23,"['email', 'phone']",1.0,f,,
34984,3749996,2012-10-03,['phone'],2.0,f,,"New York, United States"
34985,25268374,2014-12-27,"['email', 'phone']",1.0,f,,
34986,18900298,2014-07-26,"['email', 'phone']",1.0,f,,
34987,145328112,2017-08-10,['phone'],1.0,f,,"New York, United States"
34988,91355631,2016-08-22,"['email', 'phone', 'work_email']",1.0,f,,"New York, United States"
34989,4218873,2012-11-22,"['email', 'phone']",3.0,f,,"Brooklyn, New York, United States"
34990,24589216,2014-12-07,"['email', 'phone']",12.0,f,,"Brooklyn, New York, United States"
34992,13733669,2014-03-31,"['email', 'phone', 'work_email']",2.0,f,,"New York, United States"
34993,73428135,2016-05-22,"['email', 'phone']",1.0,f,,"Brooklyn, New York, United States"
34994,21227711,2014-09-11,"['email', 'phone']",1.0,f,,"Brooklyn, New York, United States"
34995,881578,2011-07-27,"['phone', 'work_email']",1.0,f,,"New York, United States"
34996,506980,2011-04-13,"['email', 'phone', 'work_email']",2.0,f,,"Brooklyn, New York, United States"
34997,7701331,2013-07-24,"['email', 'phone']",1.0,f,,
34998,24454906,2014-12-03,"['email', 'phone']",1.0,f,,"New York, United States"
34999,141808415,2017-07-22,"['email', 'phone']",1.0,f,,
35000,6263282,2013-05-06,"['email', 'phone']",1.0,t,100%,"Brooklyn, New York, United States"
35001,1640615,2012-01-23,"['email', 'phone']",2.0,f,,
35002,643120,2011-05-30,"['email', 'phone']",6.0,t,100%,"Brooklyn, New York, United States"
35006,60077790,2016-02-23,"['email', 'phone']",1.0,f,,
35007,147858863,2017-08-27,"['email', 'phone']",1.0,f,,
35008,198674748,2018-06-28,"['email', 'phone']",1.0,f,,"Brooklyn, New York, United States"
35009,50772718,2015-12-07,"['email', 'phone', 'work_email']",1.0,f,,
35010,5878862,2013-04-11,"['email', 'phone']",6.0,f,,
35011,376162527,2020-11-18,"['email', 'phone']",1.0,f,,"Brooklyn, New York, United States"
35012,3417940,2012-08-30,"['email', 'phone', 'work_email']",1.0,f,,"Brooklyn, New York, United States"
35013,20812159,2014-09-01,"['email', 'phone']",3.0,f,,
35014,5759665,2013-04-03,"['email', 'phone']",1.0,f,,"Brooklyn, New York, United States"
35015,33782746,2015-05-19,"['email', 'phone']",1.0,f,,
35016,20868549,2014-09-02,"['email', 'phone']",1.0,f,,
35017,66451784,2016-04-09,"['email', 'phone']",1.0,f,,
35018,50839249,2015-12-08,"['email', 'phone']",2.0,f,,"New York, United States"
35019,3955342,2012-10-23,"['email', 'phone']",2.0,f,,
35020,245356064,2019-02-25,"['email', 'phone']",1.0,f,,"Long Island City, New York, United States"
35021,3086048,2012-07-28,"['email', 'phone']",2.0,f,,"Brooklyn, New York, United States"
35022,6430105,2013-05-16,"['email', 'phone']",1.0,f,,"New York, United States"
35023,15265556,2014-05-08,"['email', 'phone']",4.0,f,,"New York, United States"
35024,115415316,2017-02-07,"['email', 'phone']",2.0,f,,"Brooklyn, New York, United States"
35025,216944902,2018-09-23,"['email', 'phone']",1.0,f,,
35026,23794363,2014-11-16,"['email', 'phone']",1.0,f,100%,"Brooklyn, New York, United States"
35027,18940662,2014-07-26,"['email', 'phone', 'work_email']",1.0,f,,"New York, United States"
35028,376749747,2020-11-23,"['email', 'phone']",1.0,f,100%,"Brooklyn, New York, United States"
35029,14076492,2014-04-09,"['email', 'phone']",2.0,f,,
35031,48677247,2015-11-10,"['email', 'phone']",1.0,f,,
35032,55972382,2016-01-24,"['email', 'phone', 'work_email']",1.0,f,,
35033,24127267,2014-11-24,"['email', 'phone']",1.0,f,,"New York, United States"
35034,234592314,2019-01-05,"['email', 'phone']",5.0,f,,"Brooklyn, New York, United States"
35035,340910893,2020-03-09,"['phone', 'work_email']",1.0,f,,"Queens, New York, United States"
35036,314008,2010-12-09,"['email', 'phone']",2.0,f,,"New York, United States"
35037,5153110,2013-02-19,"['email', 'phone']",1.0,f,,"Brooklyn, New York, United States"
35038,491808799,2022-12-17,"['email', 'phone']",1.0,t,100%,"Queens, New York, United States"
35039,61800014,2016-03-06,"['email', 'phone']",1.0,f,,
35040,25575398,2015-01-04,"['email', 'phone']",1.0,f,,"Brooklyn, New York, United States"
35041,6755111,2013-06-05,"['email', 'phone']",1.0,f,,
35042,22338025,2014-10-09,"['email', 'phone']",2.0,f,,"New York, United States"
35043,48984291,2015-11-13,['phone'],9.0,f,,"New York, United States"
35044,186349150,2018-04-25,"['email', 'phone', 'work_email']",2.0,f,,"Brooklyn , New York, United States"
35045,373916913,2020-10-31,"['email', 'phone']",1.0,f,,
35046,7410082,2013-07-10,"['email', 'phone']",1.0,f,,"Brooklyn, New York, United States"
35047,396622736,2021-04-12,"['email', 'phone']",4.0,f,89%,"Brooklyn, New York, United States"
35049,19600872,2014-08-06,"['email', 'phone', 'work_email']",3.0,f,,
35050,5295202,2013-03-02,"['email', 'phone', 'work_email']",3.0,f,,"New York, United States"
35051,2065453,2012-04-03,"['email', 'phone']",3.0,f,,"Brooklyn, New York, United States"
35052,6989825,2013-06-18,"['email', 'phone', 'work_email']",1.0,f,,"Brooklyn, New York, United States"
35053,411437,2011-02-26,['phone'],3.0,f,,"New York, United States"
35054,8115522,2013-08-12,"['email', 'phone']",4.0,f,,
35056,132103681,2017-05-26,"['email', 'phone']",1.0,f,,
35057,378681615,2020-12-07,['phone'],1.0,f,,"New York, United States"
35058,430077990,2021-11-02,"['email', 'phone']",1.0,t,100%,
35059,8917825,2013-09-18,"['email', 'phone', 'work_email']",1.0,f,,"Brooklyn, New York, United States"
35060,396786434,2021-04-13,"['email', 'phone']",1.0,f,100%,
35061,7349950,2013-07-08,"['email', 'phone']",1.0,f,,"New York, United States"
35062,17108566,2014-06-22,"['email', 'work_email']",1.0,f,,"New York, United States"
35063,59799262,2016-02-21,"['email', 'phone']",1.0,f,,"Brooklyn, New York, United States"
35064,6789857,2013-06-07,"['email', 'phone', 'work_email']",1.0,f,,"Brooklyn, New York, United States"
35065,1524765,2011-12-21,"['email', 'phone']",1.0,f,,
35066,120916641,2017-03-15,"['email', 'phone', 'work_email']",2.0,f,100%,"New York, United States"
35067,4445005,2012-12-19,"['email', 'phone']",1.0,f,,"Brooklyn, New York, United States"
35068,9946550,2013-11-11,"['email', 'phone']",1.0,f,,
35069,101720883,2016-10-29,['phone'],3.0,f,,"New York, United States"
35070,8960858,2013-09-20,"['email', 'phone']",2.0,f,,"Brooklyn, New York, United States"
35071,383406,2011-02-09,"['email', 'phone', 'work_email']",2.0,f,100%,"New York, United States"
35072,4365106,2012-12-09,"['email', 'phone']",6.0,f,,
35073,30656279,2015-04-05,"['email', 'phone']",21.0,f,60%,
35074,2156741,2012-04-16,['phone'],2.0,f,,"Queens, New York, United States"
35075,29565327,2015-03-18,"['email', 'phone']",1.0,f,100%,
35076,7990995,2013-08-06,"['email', 'phone']",1.0,f,,
35077,112176192,2017-01-18,"['email', 'phone']",1.0,f,,
35078,7956889,2013-08-05,"['email', 'phone']",2.0,f,,"Brooklyn, New York, United States"
35079,482784187,2022-10-08,"['email', 'phone']",3.0,f,67%,"New York, United States"
35080,6743604,2013-06-04,"['email', 'phone']",1.0,f,,"New York, United States"
35081,50772475,2015-12-07,"['email', 'phone', 'work_email']",1.0,f,,
35082,50556869,2015-12-05,"['email', 'phone']",1.0,f,,"Brooklyn, New York, United States"
35083,49270426,2015-11-17,"['email', 'phone']",1.0,f,,
35084,5444717,2013-03-13,"['email', 'phone']",1.0,f,,"New York, United States"
35085,60615372,2016-02-27,"['email', 'phone']",1.0,f,,"New York, United States"
35086,102325214,2016-11-03,"['email', 'phone']",1.0,f,,
35087,428055153,2021-10-19,"['email', 'phone']",2.0,t,100%,
35088,221266,2010-09-02,"['email', 'phone']",1.0,f,,"New York, United States"
35089,18957069,2014-07-27,"['email', 'phone']",2.0,t,100%,"Woodside, New York, United States"
35090,206538133,2018-07-31,"['email', 'phone']",2.0,f,,
35092,47105925,2015-10-21,"['email', 'phone']",2.0,f,,"Brooklyn, New York, United States"
35093,54401544,2016-01-12,"['email', 'phone']",1.0,f,,"New York, United States"
35094,163625251,2017-12-21,"['email', 'phone']",8.0,t,100%,"Brooklyn, New York, United States"
35099,15297517,2014-05-09,"['email', 'phone']",1.0,f,,
35100,5391472,2013-03-09,"['email', 'phone', 'work_email']",3.0,f,,
